Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10489,Warehouse_NYC,Miami,FedEx,2023-12-22,2023-12-26,53.2,204.86,Delivered,829,4
SH10490,Warehouse_SF,Los Angeles,Amazon Logistics,2023-08-31,2023-09-06,14.9,186.3,Delivered,1508,6
SH10491,Warehouse_LA,Boston,DHL,2023-06-17,2023-06-20,59.4,316.73,Delivered,1504,3
SH10492,Warehouse_CHI,Seattle,USPS,2023-06-09,2023-06-13,16.9,213.15,Delivered,1844,4
SH10493,Warehouse_HOU,Denver,FedEx,2023-02-06,2023-02-10,13.4,139.6,Delivered,1030,4
SH10494,Warehouse_SEA,New York,DHL,2023-08-30,2023-09-01,11.4,65.29,Delivered,319,2
SH10495,Warehouse_SEA,Chicago,DHL,2023-04-18,2023-04-24,10.8,256.45,Delivered,1635,6
SH10496,Warehouse_MIA,Denver,FedEx,2023-09-03,2023-09-06,68.5,235.28,Delivered,1058,3
SH10497,Warehouse_MIA,Denver,FedEx,2023-01-02,2023-01-03,22.1,69.52,Delivered,309,1
SH10498,Warehouse_DEN,Houston,Amazon Logistics,2023-12-28,2023-12-30,9.0,149.84,Delivered,1002,2
SH10499,Warehouse_SF,Denver,DHL,2023-09-28,2023-09-30,10.7,51.05,Delivered,295,2
SH10500,Warehouse_ATL,Seattle,UPS,2023-08-10,2023-08-15,4.4,316.41,Delivered,2252,5
SH10501,Warehouse_LA,Seattle,UPS,2023-07-16,2023-07-21,39.0,195.48,Delivered,1135,5
SH10502,Warehouse_LA,Los Angeles,Amazon Logistics,2023-06-27,2023-07-03,15.9,331.92,Delivered,2378,6
SH10503,Warehouse_SEA,Minneapolis,USPS,2023-11-30,2023-12-04,10.3,227.04,Delivered,1473,4
SH10504,Warehouse_MIA,Detroit,LaserShip,2023-12-28,2024-01-01,26.9,260.4,Delivered,1433,4
SH10505,Warehouse_MIA,Houston,FedEx,2023-10-20,2023-10-22,51.6,103.41,Delivered,239,2
SH10506,Warehouse_ATL,Atlanta,UPS,2023-09-13,2023-09-18,8.9,298.41,Delivered,2461,5
SH10507,Warehouse_NYC,Miami,DHL,2023-11-30,2023-12-05,12.5,283.78,Delivered,1588,5
SH10508,Warehouse_BOS,Denver,USPS,2023-08-30,2023-08-31,9.9,52.96,Delivered,328,1
SH10509,Warehouse_BOS,Los Angeles,UPS,2023-09-19,2023-09-24,11.2,306.47,Delivered,2213,5
SH10510,Warehouse_SF,Phoenix,USPS,2023-01-08,2023-01-20,19.8,263.66,Delayed,2186,6
SH10511,Warehouse_LA,Denver,FedEx,2023-07-07,2023-07-18,16.5,196.73,Delayed,1228,4
SH10512,Warehouse_CHI,Portland,LaserShip,2023-09-03,2023-09-07,12.1,206.41,Delivered,1553,4
SH10513,Warehouse_ATL,Los Angeles,OnTrac,2023-03-20,2023-03-24,50.9,224.98,Delivered,1225,4
SH10514,Warehouse_ATL,Atlanta,Amazon Logistics,2023-07-20,2023-07-23,20.5,202.83,Delivered,1428,3
SH10515,Warehouse_HOU,Portland,LaserShip,2023-12-26,2023-12-27,24.1,79.56,Delivered,267,1
SH10516,Warehouse_ATL,Minneapolis,UPS,2023-03-13,2023-03-14,8.9,89.78,Delivered,650,1
SH10517,Warehouse_HOU,Boston,USPS,2023-11-27,2023-12-03,80.0,485.62,Delivered,2479,6
SH10518,Warehouse_MIA,Houston,UPS,2023-03-30,2023-04-04,15.4,241.05,Delivered,1859,5
SH10519,Warehouse_LA,Phoenix,USPS,2023-02-01,2023-02-09,21.4,68.02,Delayed,373,3
SH10520,Warehouse_LA,Boston,OnTrac,2023-07-02,2023-07-04,6.6,115.73,Delivered,912,2
SH10521,Warehouse_BOS,Atlanta,DHL,2023-06-16,2023-06-18,27.4,98.31,Delivered,490,2
SH10522,Warehouse_CHI,Miami,LaserShip,2023-06-15,2023-06-18,20.1,195.91,Delivered,1350,3
SH10523,Warehouse_ATL,Portland,Amazon Logistics,2023-04-18,2023-05-02,24.7,221.91,Delayed,1572,6
SH10524,Warehouse_ATL,Detroit,Amazon Logistics,2023-11-12,2023-11-16,6.9,213.81,Delivered,1517,4
SH10525,Warehouse_SF,Denver,DHL,2023-07-07,2023-07-11,34.7,304.3,Delivered,1785,4
SH10526,Warehouse_SF,Minneapolis,OnTrac,2023-04-24,2023-04-27,20.3,89.33,Delivered,543,3
SH10527,Warehouse_LA,Phoenix,OnTrac,2023-02-03,2023-02-06,32.2,83.7,Delivered,373,3
SH10528,Warehouse_ATL,San Francisco,OnTrac,2023-06-13,2023-06-16,34.7,183.65,Delivered,1055,3
SH10529,Warehouse_MIA,Atlanta,FedEx,2023-07-20,2023-07-26,19.4,323.37,Delivered,2177,6
SH10530,Warehouse_NYC,Houston,UPS,2023-11-13,2023-11-18,5.5,248.81,Delivered,1769,5
SH10531,Warehouse_HOU,Boston,Amazon Logistics,2023-10-04,2023-10-07,37.9,186.54,Delivered,1126,3
SH10532,Warehouse_LA,Minneapolis,LaserShip,2023-07-15,2023-07-20,36.4,257.54,Delivered,1685,5
SH10533,Warehouse_ATL,Dallas,OnTrac,2023-03-01,2023-03-06,31.4,130.31,Delivered,838,5
SH10534,Warehouse_ATL,Miami,OnTrac,2023-03-03,2023-03-09,13.3,236.71,In Transit,2025,6
SH10535,Warehouse_NYC,Seattle,LaserShip,2023-04-13,2023-04-14,15.4,33.51,Delivered,121,1
SH10536,Warehouse_NYC,Chicago,FedEx,2023-03-25,2023-04-08,11.1,113.5,Delayed,790,4
SH10537,Warehouse_ATL,Houston,LaserShip,2023-04-14,2023-04-17,51.4,143.25,Delivered,582,3
SH10538,Warehouse_ATL,New York,LaserShip,2023-05-17,2023-05-18,55.6,101.32,Delivered,357,1
SH10539,Warehouse_SF,Dallas,Amazon Logistics,2023-03-14,2023-03-18,30.9,151.63,Delivered,961,4
SH10540,Warehouse_HOU,Miami,FedEx,2023-06-16,2023-06-23,5.4,187.36,Delivered,1292,7
SH10541,Warehouse_MIA,Los Angeles,FedEx,2023-04-20,2023-04-21,35.4,88.87,Delivered,320,1
SH10542,Warehouse_MIA,Atlanta,Amazon Logistics,2023-01-08,2023-01-11,42.8,,Delivered,900,3
SH10543,Warehouse_SEA,Seattle,LaserShip,2023-09-23,2023-09-28,27.5,227.05,Delivered,1611,5
SH10544,Warehouse_ATL,Phoenix,LaserShip,2023-10-14,2023-10-19,22.8,184.9,Delivered,1288,5
SH10545,Warehouse_SF,Portland,FedEx,2023-01-19,2023-01-23,21.7,139.26,Delivered,896,4
SH10546,Warehouse_LA,Boston,UPS,2023-06-25,2023-07-02,37.0,208.58,Delivered,1452,7
SH10547,Warehouse_SF,Dallas,UPS,2023-05-04,2023-05-06,20.1,50.48,In Transit,210,2
SH10548,Warehouse_CHI,Portland,FedEx,2023-01-12,2023-01-14,20.8,74.77,Delivered,389,2
SH10549,Warehouse_LA,New York,USPS,2023-04-02,2023-04-04,7.4,88.25,Returned,643,2
SH10550,Warehouse_ATL,Boston,USPS,2023-08-27,2023-08-29,21.4,109.1,Delivered,838,2
SH10551,Warehouse_DEN,Detroit,FedEx,2023-05-12,2023-05-16,20.3,228.9,Delivered,1383,4
SH10552,Warehouse_MIA,New York,UPS,2023-05-08,2023-05-11,12.6,32.18,Delivered,121,3
SH10553,Warehouse_DEN,Atlanta,DHL,2023-11-21,2023-11-30,17.5,402.56,Delivered,2146,9
SH10554,Warehouse_LA,Boston,LaserShip,2023-11-27,2023-11-28,33.0,73.97,Delivered,223,1
SH10555,Warehouse_MIA,Boston,USPS,2023-07-15,2023-07-18,69.3,244.01,In Transit,1337,3
SH10556,Warehouse_HOU,Minneapolis,DHL,2023-09-15,2023-09-20,10.8,200.6,Delivered,1255,5
SH10557,Warehouse_BOS,Phoenix,USPS,2023-08-21,2023-08-25,12.9,101.44,In Transit,825,4
SH10558,Warehouse_SF,Minneapolis,USPS,2023-09-10,2023-09-14,23.6,229.43,Delivered,1852,4
SH10559,Warehouse_SF,Dallas,FedEx,2023-12-21,2023-12-25,41.0,324.91,Returned,1764,4
SH10560,Warehouse_MIA,Phoenix,Amazon Logistics,2023-07-16,2023-07-19,19.5,114.24,Delivered,713,3
SH10561,Warehouse_LA,Chicago,UPS,2023-03-24,2023-03-29,17.8,235.64,Delivered,1898,5
SH10562,Warehouse_CHI,San Francisco,LaserShip,2023-02-24,2023-02-27,67.5,220.77,Delivered,1083,3
SH10563,Warehouse_DEN,Portland,FedEx,2023-12-09,2023-12-13,17.7,320.45,Delivered,1681,4
SH10564,Warehouse_ATL,Miami,USPS,2023-11-19,2023-11-22,23.2,208.01,Delivered,1256,3
SH10565,Warehouse_BOS,Los Angeles,UPS,2023-06-15,2023-06-22,17.2,251.79,Delivered,1984,7
SH10566,Warehouse_MIA,Phoenix,USPS,2023-11-29,2023-12-07,61.6,384.1,Delivered,2445,8
SH10567,Warehouse_CHI,Miami,OnTrac,2023-07-13,2023-07-17,25.3,191.72,Delivered,1350,4
SH10568,Warehouse_LA,Houston,LaserShip,2023-03-13,2023-03-23,45.8,313.91,Delayed,2318,7
SH10569,Warehouse_LA,Miami,OnTrac,2023-04-19,2023-04-26,28.4,304.15,Delivered,2243,7
SH10570,Warehouse_MIA,Chicago,UPS,2023-07-24,2023-07-31,31.7,333.27,Delivered,2201,7
SH10571,Warehouse_MIA,Boston,DHL,2023-04-29,2023-05-06,33.7,363.72,Delivered,2255,7
SH10572,Warehouse_SF,Atlanta,UPS,2023-05-13,2023-05-22,58.4,196.37,Delivered,962,9
SH10573,Warehouse_SF,Miami,LaserShip,2023-06-30,2023-07-04,28.7,255.28,In Transit,1681,4
SH10574,Warehouse_CHI,Detroit,LaserShip,2023-05-16,2023-05-17,37.4,72.51,Delivered,283,1
SH10575,Warehouse_SF,Boston,USPS,2023-08-28,2023-08-31,26.9,103.85,Delivered,640,3
SH10576,Warehouse_CHI,Phoenix,OnTrac,2023-10-18,2023-10-24,27.8,294.98,Delivered,2409,6
SH10577,Warehouse_ATL,San Francisco,FedEx,2023-11-18,2023-11-22,23.3,228.28,Lost,1203,4
SH10578,Warehouse_CHI,Atlanta,Amazon Logistics,2023-04-03,2023-04-04,17.9,45.26,Delivered,231,1
SH10579,Warehouse_ATL,Miami,LaserShip,2023-09-12,2023-09-26,32.5,308.35,Delayed,2136,5
SH10580,Warehouse_SEA,Portland,OnTrac,2023-03-04,2023-03-08,19.8,265.4,Delivered,1886,4
SH10581,Warehouse_MIA,Chicago,FedEx,2023-01-20,2023-01-30,11.9,287.05,Delivered,1896,10
SH10582,Warehouse_CHI,Minneapolis,LaserShip,2023-10-11,2023-10-16,108.6,221.52,Delivered,1869,5
SH10583,Warehouse_CHI,San Francisco,FedEx,2023-06-04,2023-06-07,15.9,200.58,Delivered,1412,3
SH10584,Warehouse_ATL,Chicago,DHL,2023-06-04,2023-06-07,19.8,44.0,Delivered,110,3
SH10585,Warehouse_HOU,Miami,LaserShip,2023-02-05,2023-02-07,14.6,107.88,Delivered,682,2
SH10586,Warehouse_DEN,San Francisco,OnTrac,2023-03-01,2023-03-07,46.5,334.7,Delivered,2264,6
SH10587,Warehouse_CHI,Boston,UPS,2023-11-15,2023-11-18,43.9,133.41,Delivered,413,3
SH10588,Warehouse_MIA,Seattle,Amazon Logistics,2023-05-26,2023-06-09,17.5,144.25,Delayed,1003,3
SH10589,Warehouse_SF,Houston,OnTrac,2023-07-29,2023-08-01,82.9,189.53,Delivered,893,3
SH10590,Warehouse_HOU,Boston,DHL,2023-05-23,2023-06-04,16.2,219.44,Delayed,1509,4
SH10591,Warehouse_BOS,Seattle,DHL,2023-07-12,2023-07-25,17.1,265.04,Delayed,1749,5
SH10592,Warehouse_MIA,Los Angeles,OnTrac,2023-06-14,2023-06-15,9.4,59.03,Delivered,377,1
SH10593,Warehouse_SF,Phoenix,FedEx,2023-10-21,2023-10-26,15.3,343.33,Delivered,2483,5
SH10594,Warehouse_SEA,Seattle,OnTrac,2023-03-10,2023-03-24,17.4,231.71,Delayed,1606,5
SH10595,Warehouse_NYC,Atlanta,OnTrac,2023-07-25,2023-07-30,11.8,119.5,Delivered,870,5
SH10596,Warehouse_ATL,San Francisco,UPS,2023-12-08,2023-12-13,56.8,315.36,Delivered,1705,5
SH10597,Warehouse_SEA,Atlanta,UPS,2023-06-19,,28.5,77.76,Delivered,290,2
SH10598,Warehouse_DEN,Dallas,Amazon Logistics,2023-05-22,2023-05-26,14.6,187.56,Delivered,1525,4
SH10599,Warehouse_MIA,Phoenix,DHL,2023-06-23,2023-06-26,9.9,180.22,Delivered,1178,3
SH10600,Warehouse_SF,Houston,FedEx,2023-02-26,2023-03-02,45.7,247.43,Delivered,1612,4
SH10601,Warehouse_LA,New York,Amazon Logistics,2023-05-29,2023-06-04,19.9,316.03,Delivered,2488,6
SH10602,Warehouse_HOU,Dallas,Amazon Logistics,2023-11-20,2023-11-30,10.5,325.38,Delivered,2144,10
SH10603,Warehouse_NYC,Dallas,FedEx,2023-06-03,2023-06-06,4.2,45.59,Delivered,341,3
SH10604,Warehouse_BOS,Boston,LaserShip,2023-02-17,2023-02-21,17.9,77.71,Delivered,484,4
SH10605,Warehouse_SEA,Detroit,DHL,2023-07-28,2023-08-02,6.9,218.92,Delivered,1461,5
SH10606,Warehouse_LA,Chicago,Amazon Logistics,2023-12-18,2023-12-23,29.7,149.52,Delivered,766,5
SH10607,Warehouse_ATL,Dallas,FedEx,2023-06-05,2023-06-10,11.4,179.35,Delivered,1151,5
SH10608,Warehouse_MIA,San Francisco,LaserShip,2023-07-26,2023-07-28,11.0,59.43,Delivered,412,2
SH10609,Warehouse_MIA,Dallas,Amazon Logistics,2023-02-08,2023-02-12,19.7,254.01,Delivered,1858,4
SH10610,Warehouse_HOU,San Francisco,LaserShip,2023-10-18,2023-11-03,24.2,284.17,Delayed,2188,5
SH10611,Warehouse_HOU,Dallas,FedEx,2023-09-07,2023-09-10,58.1,217.03,Delivered,1113,3
SH10612,Warehouse_HOU,Seattle,FedEx,2023-11-11,2023-11-16,0.3,333.92,Delivered,1775,5
SH10613,Warehouse_DEN,New York,Amazon Logistics,2023-10-26,2023-10-30,39.0,61.95,Delivered,109,4
SH10614,Warehouse_CHI,Denver,UPS,2023-09-25,2023-09-29,16.5,143.91,Delivered,1000,4
SH10615,Warehouse_ATL,Portland,UPS,2023-04-16,2023-04-22,12.9,56.83,Delayed,354,1
SH10616,Warehouse_ATL,Miami,FedEx,2023-04-24,2023-04-26,11.5,114.38,Delivered,752,2
SH10617,Warehouse_ATL,Denver,Amazon Logistics,2023-09-26,2023-10-02,37.7,286.4,Delivered,2253,6
SH10618,Warehouse_CHI,Denver,LaserShip,2023-06-17,2023-06-21,8.6,119.7,Delivered,1000,4
SH10619,Warehouse_SF,Phoenix,LaserShip,2023-12-16,2023-12-25,43.2,416.42,Delayed,2266,7
SH10620,Warehouse_ATL,Minneapolis,DHL,2023-09-18,2023-09-27,51.8,201.57,Delayed,1014,3
SH10621,Warehouse_BOS,Portland,USPS,2023-11-14,2023-11-22,21.4,276.47,Delivered,1837,8
SH10622,Warehouse_HOU,Chicago,OnTrac,2023-02-17,2023-02-20,34.2,73.58,Delivered,264,3
SH10623,Warehouse_LA,Detroit,FedEx,2023-09-30,2023-10-03,27.8,172.58,Delivered,920,3
SH10624,Warehouse_BOS,Dallas,FedEx,2023-04-05,2023-04-09,3.3,52.34,Delivered,385,4
SH10625,Warehouse_CHI,San Francisco,DHL,2023-06-17,2023-06-21,22.5,252.88,Delivered,1650,4
SH10626,Warehouse_MIA,Minneapolis,OnTrac,2023-09-24,2023-09-30,16.3,274.15,Delivered,2133,6
SH10627,Warehouse_SF,San Francisco,FedEx,2023-11-15,2023-11-20,7.0,194.75,In Transit,1191,5
SH10628,Warehouse_LA,Miami,USPS,2023-01-05,2023-01-08,27.1,133.42,Lost,836,3
SH10629,Warehouse_CHI,Denver,FedEx,2023-10-04,2023-10-06,11.9,149.7,Delivered,1000,2
SH10630,Warehouse_SF,Los Angeles,DHL,2023-08-12,2023-08-14,54.7,191.49,Delivered,723,2
SH10631,Warehouse_MIA,Los Angeles,FedEx,2023-07-26,2023-08-01,26.0,304.66,Lost,1990,6
SH10632,Warehouse_BOS,Minneapolis,UPS,2023-11-07,2023-11-09,6.9,107.24,Delivered,660,2
SH10633,Warehouse_ATL,Houston,UPS,2023-07-21,2023-07-27,44.1,340.74,Delivered,2174,6
SH10634,Warehouse_ATL,Minneapolis,USPS,2023-08-03,2023-08-06,16.2,93.12,Delivered,651,3
SH10635,Warehouse_CHI,Denver,FedEx,2023-11-11,2023-11-14,65.2,264.64,Delivered,1000,3
SH10636,Warehouse_CHI,Minneapolis,DHL,2023-05-18,,8.0,164.55,Delivered,1019,3
SH10637,Warehouse_DEN,Boston,LaserShip,2023-05-18,2023-05-20,29.9,95.19,Delivered,508,2
SH10638,Warehouse_CHI,Houston,LaserShip,2023-05-31,2023-06-06,22.5,304.07,Delivered,2165,6
SH10639,Warehouse_HOU,Portland,USPS,2023-09-25,2023-09-30,27.2,158.38,Delivered,1038,5
SH10640,Warehouse_HOU,Minneapolis,UPS,2023-02-22,,27.7,129.49,Delivered,730,3
SH10641,Warehouse_SF,Los Angeles,Amazon Logistics,2023-03-19,2023-03-26,37.7,339.21,Delivered,2201,7
SH10642,Warehouse_DEN,Detroit,FedEx,2023-03-20,2023-03-25,10.2,265.15,Delivered,1808,5
SH10643,Warehouse_SEA,Phoenix,OnTrac,2023-10-03,2023-10-05,10.2,79.74,Delivered,553,2
SH10644,Warehouse_SEA,New York,DHL,2023-03-18,2023-03-22,44.4,151.2,Delivered,560,4
SH10645,Warehouse_MIA,Atlanta,USPS,2023-07-28,2023-08-02,21.9,289.79,Delivered,2189,5
SH10646,Warehouse_ATL,Detroit,LaserShip,2023-11-17,2023-11-19,23.1,98.82,Delivered,393,2
SH10647,Warehouse_SEA,Minneapolis,DHL,2023-12-13,2023-12-16,37.7,336.06,Delivered,1505,3
SH10648,Warehouse_DEN,New York,OnTrac,2023-09-25,2023-10-01,37.1,236.03,Delivered,1673,6
SH10649,Warehouse_LA,Portland,OnTrac,2023-08-04,2023-08-08,12.1,144.44,Delivered,1029,4
SH10650,Warehouse_SF,Miami,Amazon Logistics,2023-09-29,2023-10-06,6.9,294.86,Delivered,2487,7
SH10651,Warehouse_SEA,Los Angeles,OnTrac,2023-07-04,2023-07-08,14.6,204.47,Delivered,1495,4
SH10652,Warehouse_BOS,Chicago,DHL,2023-07-01,2023-07-06,54.9,243.58,Delivered,1121,5
SH10653,Warehouse_NYC,Chicago,DHL,2023-08-22,2023-08-24,31.7,163.48,Delivered,790,2
SH10654,Warehouse_BOS,Minneapolis,OnTrac,2023-10-04,2023-10-08,15.7,191.45,Delivered,1457,4
SH10655,Warehouse_HOU,Miami,UPS,2023-01-07,2023-01-12,6.6,261.19,Delivered,1832,5
SH10656,Warehouse_SF,Los Angeles,LaserShip,2023-07-25,2023-07-28,53.1,197.62,Delivered,1208,3
SH10657,Warehouse_SF,Denver,LaserShip,2023-12-16,2023-12-17,32.3,115.94,Delivered,531,1
SH10658,Warehouse_LA,Dallas,Amazon Logistics,2023-12-23,2023-12-30,67.3,275.71,Delivered,1435,7
SH10659,Warehouse_SF,Portland,UPS,2023-09-17,2023-09-22,11.7,241.13,Delivered,1803,5
SH10660,Warehouse_SEA,Los Angeles,Amazon Logistics,2023-08-17,2023-08-22,6.3,315.26,Delivered,2363,5
SH10661,Warehouse_ATL,Chicago,Amazon Logistics,2023-10-05,2023-10-08,57.7,243.19,Delivered,1274,3
SH10662,Warehouse_CHI,New York,OnTrac,2023-02-09,2023-02-14,5.9,199.78,Delivered,1678,5
SH10663,Warehouse_CHI,Seattle,DHL,2023-10-17,2023-11-03,38.0,416.88,Delayed,2447,6
SH10664,Warehouse_SF,Minneapolis,Amazon Logistics,2023-03-03,2023-03-08,9.7,230.69,Delivered,1667,5
SH10665,Warehouse_LA,Dallas,Amazon Logistics,2023-06-02,2023-06-06,25.0,220.62,Delivered,1435,4
SH10666,Warehouse_DEN,Houston,OnTrac,2023-01-07,2023-01-12,9.7,260.86,Delivered,1937,5
SH10667,Warehouse_ATL,Dallas,UPS,2023-03-28,2023-03-31,5.6,94.63,Returned,659,3
SH10668,Warehouse_SEA,Miami,UPS,2023-03-03,2023-03-08,18.1,102.98,Delivered,663,5
SH10669,Warehouse_LA,Dallas,LaserShip,2023-11-16,2023-11-21,39.0,280.22,Delivered,1435,5
SH10670,Warehouse_BOS,New York,LaserShip,2023-03-20,2023-03-28,28.1,192.15,Delivered,1431,8
SH10671,Warehouse_MIA,Minneapolis,DHL,2023-10-20,2023-11-03,22.8,362.33,Delayed,2452,5
SH10672,Warehouse_HOU,Detroit,LaserShip,2023-07-09,2023-07-23,25.5,298.33,Delayed,2427,6
SH10673,Warehouse_NYC,Seattle,LaserShip,2023-06-12,2023-06-17,13.9,131.13,Delivered,872,5
SH10674,Warehouse_ATL,Houston,DHL,2023-04-15,2023-04-21,7.7,234.65,Delivered,1747,6
SH10675,Warehouse_LA,Houston,LaserShip,2023-04-25,2023-04-29,37.8,199.44,Delivered,1314,4
SH10676,Warehouse_MIA,Los Angeles,DHL,2023-10-27,2023-11-01,43.7,401.12,Delivered,2460,5
SH10677,Warehouse_MIA,New York,OnTrac,2023-09-08,2023-09-13,20.6,259.44,Delivered,2189,5
SH10678,Warehouse_SEA,Denver,FedEx,2023-10-02,2023-10-08,14.0,295.69,Delivered,2105,6
SH10679,Warehouse_BOS,Miami,FedEx,2023-03-03,2023-03-09,6.5,297.79,Delivered,2185,6
SH10680,Warehouse_ATL,Houston,FedEx,2023-08-15,2023-08-20,122.7,432.92,Delivered,1984,5
SH10681,Warehouse_BOS,Phoenix,OnTrac,2023-10-19,2023-10-22,13.6,141.3,Delivered,1123,3
SH10682,Warehouse_ATL,San Francisco,OnTrac,2023-05-04,2023-05-06,35.9,89.84,Delivered,348,2
SH10683,Warehouse_LA,Dallas,Amazon Logistics,2023-01-02,2023-01-05,52.3,222.33,Delivered,1435,3
SH10684,Warehouse_HOU,Detroit,DHL,2023-02-28,2023-03-01,14.6,58.01,Delivered,265,1
SH10685,Warehouse_NYC,Atlanta,FedEx,2023-03-14,2023-03-17,36.8,166.16,Delivered,870,3
SH10686,Warehouse_BOS,Portland,LaserShip,2023-11-25,2023-12-01,25.8,319.09,Lost,2008,6
SH10687,Warehouse_LA,Chicago,USPS,2023-06-19,2023-06-22,17.5,165.72,Delivered,1305,3
SH10688,Warehouse_SF,Portland,OnTrac,2023-10-26,2023-10-30,50.1,282.69,Delivered,1646,4
SH10689,Warehouse_CHI,Atlanta,LaserShip,2023-03-16,2023-03-21,54.0,326.08,Delivered,2448,5
SH10690,Warehouse_BOS,Dallas,DHL,2023-01-14,2023-01-18,9.6,243.91,Delivered,1854,4
SH10691,Warehouse_BOS,Minneapolis,Amazon Logistics,2023-06-07,2023-06-10,14.5,174.22,Delivered,1208,3
SH10692,Warehouse_MIA,Dallas,USPS,2023-01-15,2023-01-19,14.5,230.05,Delivered,1753,4
SH10693,Warehouse_MIA,Chicago,USPS,2023-03-17,2023-04-03,3.1,124.09,Delayed,1098,6
SH10694,Warehouse_DEN,Denver,FedEx,2023-02-16,2023-02-21,108.4,397.96,Delivered,1964,5
SH10695,Warehouse_DEN,Houston,Amazon Logistics,2023-06-15,2023-06-20,26.6,231.19,Delivered,1615,5
SH10696,Warehouse_NYC,Atlanta,FedEx,2023-11-19,2023-11-22,7.2,158.85,Delivered,870,3
SH10697,Warehouse_SF,Detroit,DHL,2023-03-31,2023-04-01,17.1,34.45,Delivered,105,1
SH10698,Warehouse_SF,Atlanta,UPS,2023-01-18,2023-01-20,21.9,83.7,Delivered,472,2
SH10699,Warehouse_HOU,Dallas,UPS,2023-02-28,2023-03-05,78.2,195.05,Delayed,860,3
SH10700,Warehouse_ATL,Seattle,LaserShip,2023-01-04,2023-01-07,14.5,83.98,Delivered,530,3
SH10701,Warehouse_SEA,Seattle,UPS,2023-09-16,2023-09-20,17.7,198.87,Delivered,1498,4
SH10702,Warehouse_CHI,Portland,OnTrac,2023-02-05,2023-02-06,14.1,33.49,Delivered,154,1
SH10703,Warehouse_ATL,Chicago,USPS,2023-08-27,2023-08-28,6.7,52.0,Delivered,357,1
SH10704,Warehouse_BOS,San Francisco,FedEx,2023-05-17,2023-05-22,11.9,34.31,Delivered,2440,5
SH10705,Warehouse_NYC,Portland,UPS,2023-11-15,2023-11-20,60.4,370.75,Delivered,1846,5
SH10706,Warehouse_NYC,Detroit,USPS,2023-07-22,2023-07-25,12.6,75.73,Delivered,497,3
SH10707,Warehouse_BOS,Houston,DHL,2023-04-28,2023-05-01,43.8,143.51,Delivered,632,3
SH10708,Warehouse_SEA,Denver,OnTrac,2023-11-30,,17.0,174.48,Delivered,1143,5
SH10709,Warehouse_DEN,Boston,LaserShip,2023-08-14,2023-08-18,27.5,172.21,Delivered,1086,4
SH10710,Warehouse_ATL,Chicago,UPS,2023-11-30,2023-12-02,30.6,89.12,Delivered,284,2
SH10711,Warehouse_NYC,Los Angeles,LaserShip,2023-10-30,2023-11-03,139.4,415.94,Delivered,1881,4
SH10712,Warehouse_LA,Detroit,USPS,2023-11-19,2023-11-26,3.8,206.23,Delivered,1465,7
SH10713,Warehouse_SEA,Denver,UPS,2023-02-23,2023-02-27,24.1,148.09,Delivered,1000,4
SH10714,Warehouse_HOU,New York,LaserShip,2023-01-28,2023-02-06,66.5,345.16,Delayed,2301,7
SH10715,Warehouse_LA,Minneapolis,LaserShip,2023-03-12,2023-03-18,21.4,92.29,Delivered,623,6
SH10716,Warehouse_CHI,Houston,LaserShip,2023-08-31,2023-09-08,12.0,321.79,Delivered,2422,8
SH10717,Warehouse_ATL,Detroit,FedEx,2023-06-23,2023-06-28,19.7,201.01,Delivered,1284,5
SH10718,Warehouse_LA,Seattle,Amazon Logistics,2023-08-05,2023-07-06,35.0,,Delivered,1135,3
SH10719,Warehouse_DEN,Chicago,DHL,2023-09-17,2023-09-23,21.9,,Delivered,2344,6
SH10720,Warehouse_SEA,Chicago,DHL,2023-01-04,2023-01-10,19.0,117.94,Delayed,593,5
SH10721,Warehouse_NYC,Phoenix,DHL,2023-02-22,2023-02-27,66.1,181.39,Delivered,796,5
SH10722,Warehouse_SF,San Francisco,USPS,2023-12-31,2024-01-05,23.2,295.97,Delivered,2164,5
SH10723,Warehouse_CHI,Boston,UPS,2023-10-04,2023-10-07,16.2,157.6,Delivered,1217,3
SH10724,Warehouse_CHI,San Francisco,USPS,2023-01-08,2023-01-10,14.4,34.45,Delivered,140,2
SH10725,Warehouse_NYC,Minneapolis,USPS,2023-07-14,2023-07-19,27.4,178.29,Delivered,1367,5
SH10726,Warehouse_LA,Chicago,UPS,2023-07-16,2023-07-23,27.4,286.48,Delivered,2072,7
SH10727,Warehouse_DEN,Atlanta,USPS,2023-05-07,2023-05-12,6.2,25.02,Delivered,150,5
SH10728,Warehouse_BOS,Phoenix,DHL,2023-10-12,2023-10-15,24.1,204.04,Delivered,1168,3
SH10729,Warehouse_MIA,Denver,OnTrac,2023-10-13,2023-10-14,28.8,54.72,Delivered,147,1
SH10730,Warehouse_NYC,Chicago,LaserShip,2023-09-06,2023-09-09,12.5,106.43,Delivered,790,3
SH10731,Warehouse_LA,Los Angeles,DHL,2023-02-28,2023-03-02,48.5,84.38,Delivered,159,2
SH10732,Warehouse_SF,Dallas,LaserShip,2023-11-24,2023-12-03,15.0,266.53,Delayed,1632,5
SH10733,Warehouse_DEN,Los Angeles,OnTrac,2023-01-13,2023-01-15,12.0,95.74,Delivered,607,2
